Mod:Item:MetaData, Localized Name
tconstruct:sharpening_kit:0, 木 磨制工具
tconstruct:sharpening_kit:0, 圆石 磨制工具
tconstruct:sharpening_kit:0, 燧石 磨制工具
tconstruct:sharpening_kit:0, 仙人掌 磨制工具
tconstruct:sharpening_kit:0, 骨头 磨制工具
tconstruct:sharpening_kit:0, 黑曜石 磨制工具
tconstruct:sharpening_kit:0, 海晶石 磨制工具
tconstruct:sharpening_kit:0, 末地石 磨制工具
tconstruct:sharpening_kit:0, 纸 磨制工具
tconstruct:sharpening_kit:0, 海绵 磨制工具
tconstruct:sharpening_kit:0, 烈焰木 磨制工具
tconstruct:sharpening_kit:0, 铁 磨制工具
tconstruct:sharpening_kit:0, 生铁 磨制工具
tconstruct:sharpening_kit:0, 骑士史莱姆 磨制工具
tconstruct:sharpening_kit:0, 史莱姆 磨制工具
tconstruct:sharpening_kit:0, 史莱姆 磨制工具
tconstruct:sharpening_kit:0, 熔岩史莱姆 磨制工具
tconstruct:sharpening_kit:0, 地狱岩 磨制工具
tconstruct:sharpening_kit:0, 钴 磨制工具
tconstruct:sharpening_kit:0, 阿迪特 磨制工具
tconstruct:sharpening_kit:0, 玛玉灵 磨制工具
tconstruct:sharpening_kit:0, 铜 磨制工具
tconstruct:sharpening_kit:0, 青铜 磨制工具
tconstruct:sharpening_kit:0, 铅 磨制工具
tconstruct:sharpening_kit:0, 银 磨制工具
tconstruct:sharpening_kit:0, 琥珀金 磨制工具
tconstruct:sharpening_kit:0, 钢 磨制工具
tconstruct:sharpening_kit:0, 注血 磨制工具
tconstruct:sharpening_kit:0, 注血铁 磨制工具
tconstruct:sharpening_kit:0, 影素 磨制工具
tconstruct:sharpening_kit:0, 魔法木质磨制工具
tconstruct:sharpening_kit:0, 恶魔灌注磨制工具
tconstruct:sharpening_kit:0, 附魔磨制工具
tconstruct:sharpening_kit:0, 恶魔磨制工具
tconstruct:sharpening_kit:0, 焦黑石英 磨制工具
tconstruct:sharpening_kit:0, 红石水晶 磨制工具
tconstruct:sharpening_kit:0, 青金石水晶 磨制工具
tconstruct:sharpening_kit:0, 钻石水晶 磨制工具
tconstruct:sharpening_kit:0, 煤晶 磨制工具
tconstruct:sharpening_kit:0, 绿宝石水晶 磨制工具
tconstruct:sharpening_kit:0, 铁晶 磨制工具
tconstruct:sharpening_kit:0, 阳光化合物 磨制工具
tconstruct:sharpening_kit:0, 陨石 磨制工具
tconstruct:sharpening_kit:0, 赛特斯石英 磨制工具
tconstruct:sharpening_kit:0, 福鲁伊克斯水晶 磨制工具
tconstruct:sharpening_kit:0, 福鲁伊克斯钢 磨制工具
tconstruct:sharpening_kit:0, 海蓝宝石 磨制工具
tconstruct:sharpening_kit:0, 星辉 磨制工具
tconstruct:sharpening_kit:0, 水晶矩阵 磨制工具
tconstruct:sharpening_kit:0, 中子素 磨制工具
tconstruct:sharpening_kit:0, 无尽 磨制工具
tconstruct:sharpening_kit:0, 束缚 磨制工具
tconstruct:sharpening_kit:0, 感知 磨制工具
tconstruct:sharpening_kit:0, 活石 磨制工具
tconstruct:sharpening_kit:0, 活木 磨制工具
tconstruct:sharpening_kit:0, 梦之木 磨制工具
tconstruct:sharpening_kit:0, 魔力钢 磨制工具
tconstruct:sharpening_kit:0, 泰拉钢 磨制工具
tconstruct:sharpening_kit:0, 源质钢 磨制工具
tconstruct:sharpening_kit:0, 龙 磨制工具
tconstruct:sharpening_kit:0, 飞龙 磨制工具
tconstruct:sharpening_kit:0, 神龙 磨制工具
tconstruct:sharpening_kit:0, 混沌 磨制工具
tconstruct:sharpening_kit:0, 莱泽尔 磨制工具
tconstruct:sharpening_kit:0, 艾洛蒂 磨制工具
tconstruct:sharpening_kit:0, 凯罗尼 磨制工具
tconstruct:sharpening_kit:0, 普雷蒂 磨制工具
tconstruct:sharpening_kit:0, 艾恩尼 磨制工具
tconstruct:sharpening_kit:0, 以太 磨制工具
tconstruct:sharpening_kit:0, 蓝丝黛尔石 磨制工具
tconstruct:sharpening_kit:0, 云母 磨制工具
tconstruct:sharpening_kit:0, 磷灰石 磨制工具
tconstruct:sharpening_kit:0, 蕴魔源质 磨制工具
tconstruct:sharpening_kit:0, 肉 磨制工具
tconstruct:sharpening_kit:0, 史莱姆磨制工具
tconstruct:sharpening_kit:0, 粉色金属 磨制工具
tconstruct:sharpening_kit:0, 橡胶 磨制工具
tconstruct:sharpening_kit:0, 高级合金 磨制工具
tconstruct:sharpening_kit:0, 能量金属 磨制工具
tconstruct:sharpening_kit:0, 碳纤维 磨制工具
tconstruct:sharpening_kit:0, 铱 磨制工具
tconstruct:sharpening_kit:0, UU金属 磨制工具
tconstruct:sharpening_kit:0, 锇 磨制工具
tconstruct:sharpening_kit:0, 强化黑曜石 磨制工具
tconstruct:sharpening_kit:0, 强化荧石 磨制工具
tconstruct:sharpening_kit:0, HDPE 磨制工具
tconstruct:sharpening_kit:0, 暗物质 磨制工具
tconstruct:sharpening_kit:0, 红物质 磨制工具
tconstruct:sharpening_kit:0, 红石琥珀金 磨制工具
tconstruct:sharpening_kit:0, 红石水晶 磨制工具
tconstruct:sharpening_kit:0, 极寒末影 磨制工具
tconstruct:sharpening_kit:0, 极寒水晶 磨制工具
tconstruct:sharpening_kit:0, 神秘 磨制工具
tconstruct:sharpening_kit:0, 虚空金属 磨制工具
tconstruct:sharpening_kit:0, 元金 磨制工具
tconstruct:sharpening_kit:0, 琥珀 磨制工具
tconstruct:sharpening_kit:0, 锡 磨制工具
tconstruct:sharpening_kit:0, 铝 磨制工具
tconstruct:sharpening_kit:0, 镍 磨制工具
tconstruct:sharpening_kit:0, 铂 磨制工具
tconstruct:sharpening_kit:0, 殷钢 磨制工具
tconstruct:sharpening_kit:0, 康铜 磨制工具
tconstruct:sharpening_kit:0, 信素 磨制工具
tconstruct:sharpening_kit:0, 流明 磨制工具
tconstruct:sharpening_kit:0, Enderium 磨制工具
tconstruct:sharpening_kit:0, 活化水晶碎片 磨制工具
tconstruct:sharpening_kit:0, 灵魂 磨制工具
tconstruct:sharpening_kit:0, 基础精华 磨制工具
tconstruct:sharpening_kit:0, 下级精华 磨制工具
tconstruct:sharpening_kit:0, 初级精华 磨制工具
tconstruct:sharpening_kit:0, 中级精华 磨制工具
tconstruct:sharpening_kit:0, 高级精华 磨制工具
tconstruct:sharpening_kit:0, 终极精华 磨制工具
tconstruct:sharpening_kit:0, 耐酸铝 磨制工具
tconstruct:sharpening_kit:0, 蓝宝石 磨制工具
tconstruct:sharpening_kit:0, 红宝石 磨制工具
tconstruct:sharpening_kit:0, 橄榄石 磨制工具
tconstruct:sharpening_kit:0, 孔雀石 磨制工具
tconstruct:sharpening_kit:0, 黄玉 磨制工具
tconstruct:sharpening_kit:0, 坦桑石 磨制工具
tconstruct:sharpening_kit:0, 紫水晶 磨制工具
tconstruct:sharpening_kit:0, 锇荧黑曜合金 磨制工具
tconstruct:sharpening_kit:0, 铱锇合金 磨制工具
tconstruct:sharpening_kit:0, 奶酪 磨制工具
tconstruct:sharpening_kit:0, 瘟疫金属 磨制工具
tconstruct:sharpening_kit:0, 晶蓝 磨制工具
tconstruct:sharpening_kit:0, 皎月石 磨制工具
tconstruct:sharpening_kit:0, 极光钢 磨制工具
tconstruct:sharpening_kit:0, 谧木 磨制工具
tconstruct:sharpening_kit:0, 极光石 磨制工具
tconstruct:sharpening_kit:0, 绿宝石 磨制工具
tconstruct:pick_head:0, 熔融木 镐头
tconstruct:pick_head:0, 黑暗木 镐头
tconstruct:pick_head:0, 血木 镐头
tconstruct:pick_head:0, 幽魂木 镐头
tconstruct:pick_head:0, 娜迦鳞片 镐头
tconstruct:pick_head:0, 钢叶 镐头
tconstruct:pick_head:0, 炽铁 镐头
tconstruct:pick_head:0, 骑士金属 镐头
tconstruct:pick_head:0, 木 镐头
tconstruct:pick_head:0, 圆石 镐头
tconstruct:pick_head:0, 燧石 镐头
tconstruct:pick_head:0, 仙人掌 镐头
tconstruct:pick_head:0, 骨头 镐头
tconstruct:pick_head:0, 黑曜石 镐头
tconstruct:pick_head:0, 海晶石 镐头
tconstruct:pick_head:0, 末地石 镐头
tconstruct:pick_head:0, 纸 镐头
tconstruct:pick_head:0, 海绵 镐头
tconstruct:pick_head:0, 烈焰木 镐头
tconstruct:pick_head:0, 铁 镐头
tconstruct:pick_head:0, 生铁 镐头
tconstruct:pick_head:0, 骑士史莱姆 镐头
tconstruct:pick_head:0, 史莱姆 镐头
tconstruct:pick_head:0, 史莱姆 镐头
tconstruct:pick_head:0, 熔岩史莱姆 镐头
tconstruct:pick_head:0, 地狱岩 镐头
tconstruct:pick_head:0, 钴 镐头
tconstruct:pick_head:0, 阿迪特 镐头
tconstruct:pick_head:0, 玛玉灵 镐头
tconstruct:pick_head:0, 铜 镐头
tconstruct:pick_head:0, 青铜 镐头
tconstruct:pick_head:0, 铅 镐头
tconstruct:pick_head:0, 银 镐头
tconstruct:pick_head:0, 琥珀金 镐头
tconstruct:pick_head:0, 钢 镐头
tconstruct:pick_head:0, 注血 镐头
tconstruct:pick_head:0, 注血铁 镐头
tconstruct:pick_head:0, 影素 镐头
tconstruct:pick_head:0, 魔法木质镐头
tconstruct:pick_head:0, 恶魔灌注镐头
tconstruct:pick_head:0, 附魔镐头
tconstruct:pick_head:0, 恶魔镐头
tconstruct:pick_head:0, 焦黑石英 镐头
tconstruct:pick_head:0, 红石水晶 镐头
tconstruct:pick_head:0, 青金石水晶 镐头
tconstruct:pick_head:0, 钻石水晶 镐头
tconstruct:pick_head:0, 煤晶 镐头
tconstruct:pick_head:0, 绿宝石水晶 镐头
tconstruct:pick_head:0, 铁晶 镐头
tconstruct:pick_head:0, 阳光化合物 镐头
tconstruct:pick_head:0, 陨石 镐头
tconstruct:pick_head:0, 赛特斯石英 镐头
tconstruct:pick_head:0, 福鲁伊克斯水晶 镐头
tconstruct:pick_head:0, 福鲁伊克斯钢 镐头
tconstruct:pick_head:0, 海蓝宝石 镐头
tconstruct:pick_head:0, 星辉 镐头
tconstruct:pick_head:0, 水晶矩阵 镐头
tconstruct:pick_head:0, 中子素 镐头
tconstruct:pick_head:0, 无尽 镐头
tconstruct:pick_head:0, 束缚 镐头
tconstruct:pick_head:0, 感知 镐头
tconstruct:pick_head:0, 活石 镐头
tconstruct:pick_head:0, 活木 镐头
tconstruct:pick_head:0, 梦之木 镐头
tconstruct:pick_head:0, 魔力钢 镐头
tconstruct:pick_head:0, 泰拉钢 镐头
tconstruct:pick_head:0, 源质钢 镐头
tconstruct:pick_head:0, 龙 镐头
tconstruct:pick_head:0, 飞龙 镐头
tconstruct:pick_head:0, 神龙 镐头
tconstruct:pick_head:0, 混沌 镐头
tconstruct:pick_head:0, 莱泽尔 镐头
tconstruct:pick_head:0, 艾洛蒂 镐头
tconstruct:pick_head:0, 凯罗尼 镐头
tconstruct:pick_head:0, 普雷蒂 镐头
tconstruct:pick_head:0, 艾恩尼 镐头
tconstruct:pick_head:0, 以太 镐头
tconstruct:pick_head:0, 蓝丝黛尔石 镐头
tconstruct:pick_head:0, 云母 镐头
tconstruct:pick_head:0, 磷灰石 镐头
tconstruct:pick_head:0, 蕴魔源质 镐头
tconstruct:pick_head:0, 肉 镐头
tconstruct:pick_head:0, 史莱姆镐头
tconstruct:pick_head:0, 粉色金属 镐头
tconstruct:pick_head:0, 橡胶 镐头
tconstruct:pick_head:0, 高级合金 镐头
tconstruct:pick_head:0, 能量金属 镐头
tconstruct:pick_head:0, 碳纤维 镐头
tconstruct:pick_head:0, 铱 镐头
tconstruct:pick_head:0, UU金属 镐头
tconstruct:pick_head:0, 锇 镐头
tconstruct:pick_head:0, 强化黑曜石 镐头
tconstruct:pick_head:0, 强化荧石 镐头
tconstruct:pick_head:0, HDPE 镐头
tconstruct:pick_head:0, 暗物质 镐头
tconstruct:pick_head:0, 红物质 镐头
tconstruct:pick_head:0, 红石琥珀金 镐头
tconstruct:pick_head:0, 红石水晶 镐头
tconstruct:pick_head:0, 极寒末影 镐头
tconstruct:pick_head:0, 极寒水晶 镐头
tconstruct:pick_head:0, 神秘 镐头
tconstruct:pick_head:0, 虚空金属 镐头
tconstruct:pick_head:0, 元金 镐头
tconstruct:pick_head:0, 琥珀 镐头
tconstruct:pick_head:0, 锡 镐头
tconstruct:pick_head:0, 铝 镐头
tconstruct:pick_head:0, 镍 镐头
tconstruct:pick_head:0, 铂 镐头
tconstruct:pick_head:0, 殷钢 镐头
tconstruct:pick_head:0, 康铜 镐头
tconstruct:pick_head:0, 信素 镐头
tconstruct:pick_head:0, 流明 镐头
tconstruct:pick_head:0, Enderium 镐头
tconstruct:pick_head:0, 活化水晶碎片 镐头
tconstruct:pick_head:0, 灵魂 镐头
tconstruct:pick_head:0, 基础精华 镐头
tconstruct:pick_head:0, 下级精华 镐头
tconstruct:pick_head:0, 初级精华 镐头
tconstruct:pick_head:0, 中级精华 镐头
tconstruct:pick_head:0, 高级精华 镐头
tconstruct:pick_head:0, 终极精华 镐头
tconstruct:pick_head:0, 耐酸铝 镐头
tconstruct:pick_head:0, 蓝宝石 镐头
tconstruct:pick_head:0, 红宝石 镐头
tconstruct:pick_head:0, 橄榄石 镐头
tconstruct:pick_head:0, 孔雀石 镐头
tconstruct:pick_head:0, 黄玉 镐头
tconstruct:pick_head:0, 坦桑石 镐头
tconstruct:pick_head:0, 紫水晶 镐头
tconstruct:pick_head:0, 锇荧黑曜合金 镐头
tconstruct:pick_head:0, 铱锇合金 镐头
tconstruct:pick_head:0, 奶酪 镐头
tconstruct:pick_head:0, 瘟疫金属 镐头
tconstruct:pick_head:0, 晶蓝 镐头
tconstruct:pick_head:0, 皎月石 镐头
tconstruct:pick_head:0, 极光钢 镐头
tconstruct:pick_head:0, 谧木 镐头
tconstruct:pick_head:0, 极光石 镐头
tconstruct:pick_head:0, 绿宝石 镐头
tconstruct:shovel_head:0, 熔融木 锹头
tconstruct:shovel_head:0, 黑暗木 锹头
tconstruct:shovel_head:0, 血木 锹头
tconstruct:shovel_head:0, 幽魂木 锹头
tconstruct:shovel_head:0, 娜迦鳞片 锹头
tconstruct:shovel_head:0, 钢叶 锹头
tconstruct:shovel_head:0, 炽铁 锹头
tconstruct:shovel_head:0, 骑士金属 锹头
tconstruct:shovel_head:0, 木 锹头
tconstruct:shovel_head:0, 圆石 锹头
tconstruct:shovel_head:0, 燧石 锹头
tconstruct:shovel_head:0, 仙人掌 锹头
tconstruct:shovel_head:0, 骨头 锹头
tconstruct:shovel_head:0, 黑曜石 锹头
tconstruct:shovel_head:0, 海晶石 锹头
tconstruct:shovel_head:0, 末地石 锹头
tconstruct:shovel_head:0, 纸 锹头
tconstruct:shovel_head:0, 海绵 锹头
tconstruct:shovel_head:0, 烈焰木 锹头
tconstruct:shovel_head:0, 铁 锹头
tconstruct:shovel_head:0, 生铁 锹头
tconstruct:shovel_head:0, 骑士史莱姆 锹头
tconstruct:shovel_head:0, 史莱姆 锹头
tconstruct:shovel_head:0, 史莱姆 锹头
tconstruct:shovel_head:0, 熔岩史莱姆 锹头
tconstruct:shovel_head:0, 地狱岩 锹头
tconstruct:shovel_head:0, 钴 锹头
tconstruct:shovel_head:0, 阿迪特 锹头
tconstruct:shovel_head:0, 玛玉灵 锹头
tconstruct:shovel_head:0, 铜 锹头
tconstruct:shovel_head:0, 青铜 锹头
tconstruct:shovel_head:0, 铅 锹头
tconstruct:shovel_head:0, 银 锹头
tconstruct:shovel_head:0, 琥珀金 锹头
tconstruct:shovel_head:0, 钢 锹头
tconstruct:shovel_head:0, 注血 锹头
tconstruct:shovel_head:0, 注血铁 锹头
tconstruct:shovel_head:0, 影素 锹头
tconstruct:shovel_head:0, 魔法木质锹头
tconstruct:shovel_head:0, 恶魔灌注锹头
tconstruct:shovel_head:0, 附魔锹头
tconstruct:shovel_head:0, 恶魔锹头
tconstruct:shovel_head:0, 焦黑石英 锹头
tconstruct:shovel_head:0, 红石水晶 锹头
tconstruct:shovel_head:0, 青金石水晶 锹头
tconstruct:shovel_head:0, 钻石水晶 锹头
tconstruct:shovel_head:0, 煤晶 锹头
tconstruct:shovel_head:0, 绿宝石水晶 锹头
tconstruct:shovel_head:0, 铁晶 锹头
tconstruct:shovel_head:0, 阳光化合物 锹头
tconstruct:shovel_head:0, 陨石 锹头
tconstruct:shovel_head:0, 赛特斯石英 锹头
tconstruct:shovel_head:0, 福鲁伊克斯水晶 锹头
tconstruct:shovel_head:0, 福鲁伊克斯钢 锹头
tconstruct:shovel_head:0, 海蓝宝石 锹头
tconstruct:shovel_head:0, 星辉 锹头
tconstruct:shovel_head:0, 水晶矩阵 锹头
tconstruct:shovel_head:0, 中子素 锹头
tconstruct:shovel_head:0, 无尽 锹头
tconstruct:shovel_head:0, 束缚 锹头
tconstruct:shovel_head:0, 感知 锹头
tconstruct:shovel_head:0, 活石 锹头
tconstruct:shovel_head:0, 活木 锹头
tconstruct:shovel_head:0, 梦之木 锹头
tconstruct:shovel_head:0, 魔力钢 锹头
tconstruct:shovel_head:0, 泰拉钢 锹头
tconstruct:shovel_head:0, 源质钢 锹头
tconstruct:shovel_head:0, 龙 锹头
tconstruct:shovel_head:0, 飞龙 锹头
tconstruct:shovel_head:0, 神龙 锹头
tconstruct:shovel_head:0, 混沌 锹头
tconstruct:shovel_head:0, 莱泽尔 锹头
tconstruct:shovel_head:0, 艾洛蒂 锹头
tconstruct:shovel_head:0, 凯罗尼 锹头
tconstruct:shovel_head:0, 普雷蒂 锹头
tconstruct:shovel_head:0, 艾恩尼 锹头
tconstruct:shovel_head:0, 以太 锹头
tconstruct:shovel_head:0, 蓝丝黛尔石 锹头
tconstruct:shovel_head:0, 云母 锹头
tconstruct:shovel_head:0, 磷灰石 锹头
tconstruct:shovel_head:0, 蕴魔源质 锹头
tconstruct:shovel_head:0, 肉 锹头
tconstruct:shovel_head:0, 史莱姆锹头
tconstruct:shovel_head:0, 粉色金属 锹头
tconstruct:shovel_head:0, 橡胶 锹头
tconstruct:shovel_head:0, 高级合金 锹头
tconstruct:shovel_head:0, 能量金属 锹头
tconstruct:shovel_head:0, 碳纤维 锹头
tconstruct:shovel_head:0, 铱 锹头
tconstruct:shovel_head:0, UU金属 锹头
tconstruct:shovel_head:0, 锇 锹头
tconstruct:shovel_head:0, 强化黑曜石 锹头
tconstruct:shovel_head:0, 强化荧石 锹头
tconstruct:shovel_head:0, HDPE 锹头
tconstruct:shovel_head:0, 暗物质 锹头
tconstruct:shovel_head:0, 红物质 锹头
tconstruct:shovel_head:0, 红石琥珀金 锹头
tconstruct:shovel_head:0, 红石水晶 锹头
tconstruct:shovel_head:0, 极寒末影 锹头
tconstruct:shovel_head:0, 极寒水晶 锹头
tconstruct:shovel_head:0, 神秘 锹头
tconstruct:shovel_head:0, 虚空金属 锹头
tconstruct:shovel_head:0, 元金 锹头
tconstruct:shovel_head:0, 琥珀 锹头
tconstruct:shovel_head:0, 锡 锹头
tconstruct:shovel_head:0, 铝 锹头
tconstruct:shovel_head:0, 镍 锹头
tconstruct:shovel_head:0, 铂 锹头
tconstruct:shovel_head:0, 殷钢 锹头
tconstruct:shovel_head:0, 康铜 锹头
tconstruct:shovel_head:0, 信素 锹头
tconstruct:shovel_head:0, 流明 锹头
tconstruct:shovel_head:0, Enderium 锹头
tconstruct:shovel_head:0, 活化水晶碎片 锹头
tconstruct:shovel_head:0, 灵魂 锹头
tconstruct:shovel_head:0, 基础精华 锹头
tconstruct:shovel_head:0, 下级精华 锹头
tconstruct:shovel_head:0, 初级精华 锹头
tconstruct:shovel_head:0, 中级精华 锹头
tconstruct:shovel_head:0, 高级精华 锹头
tconstruct:shovel_head:0, 终极精华 锹头
tconstruct:shovel_head:0, 耐酸铝 锹头
tconstruct:shovel_head:0, 蓝宝石 锹头
tconstruct:shovel_head:0, 红宝石 锹头
tconstruct:shovel_head:0, 橄榄石 锹头
tconstruct:shovel_head:0, 孔雀石 锹头
tconstruct:shovel_head:0, 黄玉 锹头
tconstruct:shovel_head:0, 坦桑石 锹头
tconstruct:shovel_head:0, 紫水晶 锹头
tconstruct:shovel_head:0, 锇荧黑曜合金 锹头
tconstruct:shovel_head:0, 铱锇合金 锹头
tconstruct:shovel_head:0, 奶酪 锹头
tconstruct:shovel_head:0, 瘟疫金属 锹头
tconstruct:shovel_head:0, 晶蓝 锹头
tconstruct:shovel_head:0, 皎月石 锹头
tconstruct:shovel_head:0, 极光钢 锹头
tconstruct:shovel_head:0, 谧木 锹头
tconstruct:shovel_head:0, 极光石 锹头
tconstruct:shovel_head:0, 绿宝石 锹头
tconstruct:axe_head:0, 熔融木 斧刃
tconstruct:axe_head:0, 黑暗木 斧刃
tconstruct:axe_head:0, 血木 斧刃
tconstruct:axe_head:0, 幽魂木 斧刃
tconstruct:axe_head:0, 娜迦鳞片 斧刃
tconstruct:axe_head:0, 钢叶 斧刃
